"DIRECTORIO" "SECUENCIA_P" "HOGAR" "departamento" "hogar_urbano" "size" "n_mujeres" "n_menores" "seguridad_social" "no_acceso_medico" "n_analfabeto" "escolaridad_max" "escolaridad_min" "escolaridad_median" "ingreso_laboral" "valor_casa"
4829653 1 1 63 1 3 2 1 1 0 NA 11 0 5 680000 NA
4937999 1 1 47 1 5 3 3 0.8 0 4 11 0 10 1600000 NA
5061004 1 1 52 1 2 2 0 1 0 2 14 11 12.5 1500000 NA
5043647 1 1 5 1 1 0 0 0 0 1 11 11 11 10000000 NA
4896492 1 1 68 0 1 0 0 1 0 0 0 0 0 300000 NA
5059197 1 1 66 1 4 2 2 1 0 NA 11 0 6.5 0 NA
4959702 1 1 76 1 4 3 1 1 0 4 11 2 7 0 NA
5063861 1 1 20 1 1 1 0 1 0 1 2 2 2 0 NA
4852423 1 1 41 1 2 1 1 1 0 NA 18 0 9 1000000 NA
4929724 1 1 13 1 2 0 0 1 0 2 16 11 13.5 1000000 NA
4836522 1 1 63 1 4 2 1 1 0 4 18 6 13.5 2700000 1.1e+08
5073671 1 1 41 1 3 1 1 1 0 3 16 7 12 1380000 NA
4875188 1 1 41 1 1 1 0 1 0 1 6 6 6 200000 3e+07
5048425 1 1 41 0 2 1 0 1 0 2 8 5 6.5 400000 NA
4906843 1 1 44 1 3 1 0 1 0 1 2 0 0 0 NA
5064847 1 1 54 1 4 2 2 1 0 NA 16 0 8 7800000 NA
4849075 1 1 63 1 2 1 0 1 0 2 11 9 10 0 7e+07
5049424 1 1 73 0 4 1 2 1 0 4 11 1 8 978116 4e+06
4961445 1 1 11 1 3 1 1 1 0 2 11 0 11 1000000 NA
5013140 1 1 8 1 3 2 1 1 0 3 11 5 11 1500000 NA
4919990 1 1 73 1 3 2 0 1 0 3 11 2 2 180000 NA
4868628 1 1 54 1 6 3 2 1 0 5 11 0 9.5 2558058 NA
4864062 1 1 70 1 3 2 0 1 0 3 17 5 7 900000 7e+07
4992701 1 1 73 1 1 1 0 1 0 1 16 16 16 1000000 NA
5021621 1 1 20 1 2 1 0 1 0 1 2 0 1 400000 1e+07
4862406 1 1 17 1 4 1 0 1 0 4 11 1 6.5 2100000 NA
4975085 1 1 70 0 3 0 1 1 0 2 11 0 1 1500000 1e+08
5006801 1 1 17 1 3 1 1 0.333333333333333 1 NA 13 0 13 0 NA
5031342 1 1 17 1 3 1 0 1 0 3 11 6 11 828116 NA
5009433 1 1 68 1 3 1 0 1 0 3 11 2 4 1200000 7e+06
5095391 1 1 54 1 7 5 4 0.142857142857143 0 NA 11 0 0 990000 NA
4838459 1 1 41 1 2 1 0 0.5 0 2 9 5 7 800000 9e+07
5014435 1 1 44 1 4 2 1 1 0 NA 16 0 14 6225148 NA
4883078 1 1 73 1 7 2 1 1 0 NA 16 0 11 3456232 NA
5042528 1 1 68 1 7 4 2 1 0 NA 11 0 11 4900000 NA
5019544 1 1 20 1 4 3 0 0.75 0 4 16 5 11 1270000 NA
5103583 1 1 50 1 2 1 0 1 0 2 14 10 12 0 2.2e+08
4988312 1 1 11 1 2 0 0 1 0 2 12 11 11.5 1600000 NA
5018417 1 1 5 1 4 1 2 1 0 3 21 0 9 19000000 6e+08
4888647 1 1 76 1 3 1 1 0.333333333333333 0 3 7 5 5 2128000 NA
5009354 1 1 68 1 7 2 2 0.857142857142857 0 5 11 0 5 2928100 NA
5066356 1 1 63 1 2 1 0 0 0 2 13 11 12 0 NA
4937394 1 1 20 1 4 1 1 1 0 4 16 5 16 1300000 NA
5074658 1 1 19 0 2 1 0 1 0 2 5 1 3 900000 6e+07
5019774 1 1 27 1 5 4 4 1 0 4 7 0 4 0 NA
4896988 1 1 73 0 1 1 0 1 0 1 11 11 11 1650000 NA
5046440 2 2 20 1 2 1 0 1 0 2 18 16 17 2500000 1.2e+08
4993697 1 1 23 1 1 0 0 1 0 1 11 11 11 3000000 NA
5045706 1 1 8 1 5 2 1 1 0 4 16 0 11 3100000 NA
4953852 1 1 5 1 2 2 1 1 0 1 16 0 8 1280000 NA
5011502 1 1 76 1 2 2 0 1 0 2 16 11 13.5 0 NA
4917358 1 1 63 1 2 1 0 1 0 2 11 9 10 750000 NA
4943398 1 1 54 1 3 2 2 1 0 2 7 0 3 0 NA
5025528 1 1 27 1 4 1 2 1 0 4 17 4 13 2284788 2e+08
4922953 1 1 44 1 1 0 0 1 0 1 11 11 11 2200000 NA
4998331 1 1 50 1 1 0 0 1 0 1 5 5 5 0 NA
4874474 1 1 66 1 2 1 0 1 0 2 6 5 5.5 50000 9e+07
4886879 1 1 41 1 1 0 0 1 0 1 13 13 13 0 NA
5022061 1 1 41 0 3 1 1 1 0 3 6 4 5 950000 NA
5070536 1 1 44 1 3 2 2 1 0 3 6 4 6 620000 2e+07
4934903 1 1 5 1 5 3 1 1 1 4 13 0 12 1830000 NA
4995777 1 1 27 1 10 5 3 1 0 8 11 0 4.5 828116 2e+08
4973322 1 1 23 1 3 1 0 1 0 3 16 5 13 2800000 2.8e+08
4919095 1 1 5 1 3 2 0 1 0 2 4 0 0 3500000 NA
4981320 1 1 63 1 3 1 0 1 0 2 16 0 2 600000 3e+07
5080014 1 1 20 1 2 1 0 1 0 2 11 8 9.5 900000 NA
4921659 1 1 23 1 8 6 3 1 0 NA 19 0 8 7300000 NA
4823649 1 1 41 1 3 3 0 1 0 3 14 9 14 2880000 6e+07
5072438 1 1 5 1 5 2 1 1 0 5 13 5 11 3540116 NA
4858642 1 1 73 1 2 1 0 1 0 2 11 6 8.5 0 4e+07
4812209 1 1 68 1 1 1 0 1 0 1 6 6 6 0 NA
4989808 1 1 47 1 4 1 2 1 0 NA 11 0 2.5 1220000 NA
4841523 1 1 15 1 2 2 0 1 0 2 17 11 14 0 1.2e+08
4925985 1 1 5 1 2 0 0 1 0 2 9 5 7 1300000 6e+07
4817054 1 1 52 0 3 2 0 0.333333333333333 1 3 11 5 11 240000 NA
4889043 1 1 8 1 5 3 3 1 0 4 9 0 7 600000 NA
4979666 1 1 18 1 3 2 0 1 0 3 15 11 14 3000000 NA
5068840 1 1 68 0 5 3 3 1 0 NA 11 0 5 700000 NA
5013640 1 1 17 1 4 2 0 0.75 0 4 16 6 11 3328116 1.2e+08
4824672 1 1 27 1 5 4 1 1 0 NA 14 0 12 1416000 NA
5074395 1 1 15 1 6 3 2 0.5 2 6 16 7 9 1200000 NA
5008397 1 1 50 1 3 2 0 1 0 2 16 0 5 0 6e+07
4957230 1 1 63 1 2 1 0 1 0 2 11 8 9.5 828116 NA
4843260 1 1 11 1 5 2 0 0.8 0 5 17 11 16 7850000 2.3e+08
4945371 1 1 47 1 5 3 1 1 0 5 12 8 11 1388116 NA
4970031 1 1 27 0 2 2 0 1 0 2 16 16 16 4000000 NA
5061503 1 1 15 1 5 3 0 1 0 5 15 11 11 1200000 NA
4904939 1 1 68 1 5 2 2 1 0 4 16 0 14 4350000 NA
4879751 1 1 11 1 4 1 1 0.5 1 3 11 0 6.5 2150000 NA
4957612 1 1 68 1 2 2 1 1 0 2 7 5 6 824000 2.5e+07
5037748 1 1 66 1 3 2 0 1 0 3 12 4 7 600000 NA
4860672 1 1 18 1 2 1 0 1 0 2 11 11 11 300000 NA
4918968 1 1 17 0 4 1 0 0.25 0 4 3 0 3 1250000 1.5e+07
5029323 1 1 52 1 8 3 1 0.75 0 8 16 7 11.5 4236116 NA
4828856 1 1 44 1 4 3 0 1 0 4 17 6 12 2100000 NA
4900293 1 1 11 1 4 2 2 1 0 NA 16 0 8 900000 NA
4887778 1 1 54 1 3 2 0 1 0 3 11 0 5 0 NA
4942139 1 1 19 1 3 1 0 1 0 3 14 5 10 1560000 NA
4821362 1 1 18 1 2 1 0 1 0 2 11 2 6.5 1000000 4.5e+07
4984898 1 1 11 1 4 2 0 1 0 4 11 11 11 2256232 NA
5093678 1 1 17 1 2 1 0 1 0 2 7 6 6.5 0 1.2e+08
4871584 1 1 66 1 5 2 0 1 0 5 18 11 16 1200000 1.6e+08
4970100 1 1 27 0 1 1 0 1 0 0 0 0 0 0 NA
5002478 1 1 18 1 4 3 3 1 0 4 11 2 4.5 1060000 NA
4862040 1 1 11 1 2 1 0 1 0 2 3 3 3 0 NA
4830235 1 1 13 1 5 2 3 1 0 NA 16 0 10 1500000 NA
4990971 1 1 76 1 6 4 2 1 0 NA 8 0 1.5 0 NA
4865816 1 1 20 0 4 2 2 1 0 NA 5 0 2 600000 NA
5045273 2 2 76 1 3 1 1 1 0 2 11 0 6 1200000 NA
4957727 1 1 70 1 3 1 1 1 0 NA 11 0 11 600000 NA
5035586 1 1 8 1 2 1 0 1 0 2 16 16 16 8000000 3.5e+08
4966826 1 1 8 1 6 4 1 1 0 6 14 1 11 3300000 NA
4853959 1 1 13 1 3 1 1 1 0 3 14 11 11 0 NA
5088479 1 1 11 1 4 2 1 1 0 4 11 5 7 1500000 1e+08
4856304 1 1 20 1 2 2 1 1 0 2 10 9 9.5 1000000 NA
4844024 1 1 20 1 3 1 1 1 0 3 17 4 14 3000000 NA
5036520 1 1 20 1 2 1 0 1 0 0 0 0 0 500000 NA
4939659 1 1 5 1 1 0 0 1 0 1 6 6 6 0 NA
5044788 1 1 41 1 1 1 0 1 0 1 0 0 0 0 3.5e+07
4961485 1 1 11 1 3 2 1 0.666666666666667 0 NA 14 0 13 925148 NA
5073678 1 1 41 1 5 3 1 1 0 4 14 0 11 1190000 NA
4913162 1 1 13 1 9 4 3 1 0 NA 12 0 2 1360000 3.5e+07
5076903 1 1 5 1 6 0 0 0.166666666666667 2 6 11 11 11 2750000 NA
5031713 1 1 19 1 5 2 1 1 0 5 11 0 11 1752000 NA
4930023 1 1 15 1 2 2 1 1 0 2 11 0 5.5 620000 NA
4950207 1 1 18 1 3 1 0 1 0 3 16 9 16 2980000 NA
4848675 1 1 54 1 2 1 0 1 0 2 5 3 4 0 6.5e+07
4886723 1 1 27 1 3 1 0 0 0 3 11 11 11 2000000 NA
4939459 1 1 63 0 3 2 0 1 0 3 13 5 11 800000 NA
4901101 1 1 20 1 4 2 2 1 0 3 11 0 6 300000 NA
4912760 1 1 70 1 4 3 3 0.5 2 NA 12 0 4.5 0 NA
4879378 1 1 8 1 10 6 2 1 0 NA 11 0 7.5 2520000 7.5e+07
5062737 1 1 5 1 2 1 0 1 0 2 8 5 6.5 950000 2e+08
4953682 1 1 5 1 1 1 0 1 0 1 16 16 16 4500000 4e+08
4959273 1 1 47 1 2 1 1 0.5 0 1 3 0 1.5 480000 NA
4886005 1 1 17 1 3 2 0 1 0 3 11 11 11 1700000 NA
4962030 1 1 19 1 2 1 0 1 0 2 16 11 13.5 800000 NA
4849013 1 1 63 1 4 3 0 1 0 4 18 11 15 3525000 8e+07
4975001 1 1 70 0 5 3 3 1 0 4 13 0 10 1126300 NA
5085468 1 1 13 1 2 1 0 1 0 2 16 16 16 3000000 2e+08
5084166 1 1 68 1 3 2 0 1 0 3 16 11 15 1656232 NA
4955353 1 1 19 1 3 2 0 1 0 3 14 5 7 0 5e+07
5016125 1 1 15 0 3 1 0 1 0 2 11 0 1 100000 7e+07
4947715 1 1 68 1 1 0 0 1 0 1 11 11 11 1600000 1e+08
4836781 1 1 76 1 4 1 2 1 0 4 16 6 13.5 5525441 7e+07
5083887 1 1 66 1 9 7 0 1 0 8 14 0 7 1800000 NA
5091103 1 1 15 1 2 1 0 1 0 2 19 16 17.5 8500000 1.2e+08
4977519 1 1 63 1 3 1 0 0.666666666666667 0 3 12 11 11 2611000 1.2e+08
4956696 1 1 50 1 2 1 0 1 0 2 11 11 11 840000 NA
4846458 1 1 47 0 3 2 1 1 0 3 9 3 5 500000 NA
5046216 1 1 17 1 2 2 0 1 0 2 13 5 9 800000 NA
4969154 1 1 70 1 6 1 0 1 0 5 13 0 11 1364058 1.2e+08
4972658 1 1 17 1 2 1 0 1 0 2 11 11 11 900000 NA
4806507 1 1 44 1 2 1 0 1 0 1 16 0 8 0 NA
4836396 1 1 54 1 5 4 1 1 0 5 12 3 9 880000 NA
4912999 1 1 25 1 3 3 0 1 0 3 14 5 11 75000 6e+08
4997711 1 1 17 1 3 2 1 1 0 3 11 5 11 1000000 NA
5023825 1 1 63 1 3 2 1 1 0 2 11 0 11 1656232 NA
4807675 1 1 68 1 2 1 1 1 0 2 17 0 8.5 7000000 NA
4932309 1 1 66 1 3 2 0 1 0 3 16 11 11 0 1.5e+08
5026111 1 1 73 1 3 1 0 1 0 3 18 11 15 3900000 NA
5092324 1 1 44 1 1 0 0 1 0 1 12 12 12 1200000 NA
5014968 1 1 63 1 3 2 0 0.666666666666667 0 3 11 5 11 0 NA
4882241 1 1 54 1 2 1 0 1 0 2 6 1 3.5 1410000 NA
5054868 1 1 76 1 4 3 0 1 0 4 14 5 11 1628116 NA
4953870 1 1 5 1 3 1 2 1 0 NA 7 0 0 0 NA
4954250 1 1 11 1 2 1 0 1 0 2 11 11 11 2128116 NA
4919844 1 1 66 1 5 2 0 0 0 5 11 11 11 1800000 NA
5089616 1 1 44 1 5 1 3 1 0 3 9 0 1 450000 NA
4924439 1 1 63 1 2 1 0 1 0 2 8 4 6 660000 2.5e+07
4839738 1 1 13 1 3 2 1 1 0 NA 11 0 8 828116 NA
4833039 1 1 17 1 4 1 2 1 0 4 16 3 11 4700000 2.5e+08
4997266 1 1 13 1 4 1 2 1 0 4 11 1 7.5 800000 2.5e+08
4967049 1 1 11 1 2 1 0 0 2 2 14 11 12.5 700000 NA
4885177 1 1 5 1 1 1 0 1 0 1 5 5 5 0 NA
4893697 1 1 73 1 2 1 0 1 0 2 16 11 13.5 1400000 NA
4942830 1 1 44 1 1 0 0 1 0 1 16 16 16 0 NA
4919024 1 1 17 0 4 2 2 0.75 0 4 11 2 8 1600000 5e+07
4832495 1 1 11 1 5 3 0 0.6 1 5 19 5 13 3950000 NA
5040475 1 1 5 1 1 1 0 1 0 1 5 5 5 0 NA
4836682 1 1 70 1 5 5 2 1 0 4 16 0 10 500000 5e+07
5082760 1 1 44 1 2 1 0 1 0 2 10 7 8.5 11000000 NA
4898696 1 1 44 0 3 1 1 1 0 3 14 4 11 1900000 NA
5077877 1 1 19 1 3 2 0 1 0 3 16 11 16 3200000 9e+07
4961223 1 1 8 1 2 1 0 1 0 2 11 5 8 600000 NA
4841434 1 1 5 1 4 2 2 1 0 4 8 2 7.5 800000 NA
4870148 1 1 47 1 3 1 0 1 0 1 5 0 0 1000000 NA
4847727 1 1 66 1 5 3 1 1 0 5 18 2 5 2400000 1.2e+08
4873551 1 1 5 1 1 1 0 1 0 1 11 11 11 0 NA
4856211 1 1 19 1 3 2 1 1 0 NA 16 0 11 1200000 NA
5001972 1 1 68 1 2 2 1 1 0 2 11 0 5.5 0 NA
5068360 1 1 23 1 6 2 3 1 0 5 12 0 5.5 380000 2e+07
5000930 1 1 25 1 3 2 1 0.666666666666667 0 3 16 10 10 1500000 8e+07
5083666 1 1 54 1 5 3 2 1 0 NA 14 0 11 0 NA
4904628 1 1 54 1 3 2 1 0.666666666666667 1 3 16 7 11 1000000 NA
4934449 1 1 73 1 2 1 1 1 0 2 11 3 7 1200000 NA
4854584 1 1 5 1 1 0 0 0 1 1 5 5 5 200000 3.5e+07
4854160 1 1 27 1 1 1 0 1 0 1 12 12 12 0 NA
4813433 1 1 73 1 2 1 1 1 1 NA 1 0 0.5 826000 NA
4941740 1 1 15 1 3 2 0 1 0 3 16 5 14 1000000 NA
5050985 1 1 25 0 1 0 0 1 0 1 11 11 11 0 NA
5098974 1 1 25 0 3 1 0 1 0 3 3 2 2 500000 NA
5054233 1 1 54 1 1 1 0 1 0 1 1 1 1 0 NA
4985766 1 1 41 1 2 1 0 1 0 2 13 8 10.5 750000 1.1e+08
4901696 1 1 44 1 3 1 0 0.666666666666667 1 3 13 11 12 1520000 NA
4995220 1 1 11 1 3 3 2 1 0 3 12 5 8 0 NA
4897884 1 1 52 1 3 2 1 1 0 2 18 0 11 3700000 NA
5034115 1 1 76 1 1 1 0 1 0 1 5 5 5 828116 4e+07
4897433 1 1 8 1 4 2 1 1 0 4 16 3 10.5 4500000 NA
4900561 1 1 13 1 5 3 2 1 0 3 11 0 7 970000 NA
4990450 1 1 66 1 2 1 0 0 0 2 13 11 12 1600000 NA
4870108 1 1 47 1 5 2 3 1 0 NA 9 0 4 360000 6e+07
4960232 1 1 27 1 7 3 4 1 0 NA 11 0 3 350000 NA
4972576 1 1 13 0 4 2 0 0.25 1 4 9 3 4.5 1030000 NA
4858197 1 1 66 1 1 1 0 1 0 1 5 5 5 0 1e+08
4990046 1 1 52 1 3 3 0 1 0 3 13 11 11 1920000 NA
5038246 1 1 73 1 3 2 2 1 0 3 7 3 5 935000 NA
5087160 1 1 54 1 6 3 3 1 0 5 8 0 4 1100000 NA
4857972 1 1 63 1 1 1 0 1 0 1 11 11 11 0 NA
5025732 1 1 52 1 2 1 0 1 0 2 11 11 11 800000 1.2e+08
5047608 1 1 70 1 7 3 3 1 0 NA 11 0 9 2700000 NA
5087413 1 1 70 1 3 2 1 1 0 3 22 4 22 7000000 2.93e+08
4998047 1 1 17 1 4 2 2 1 0 4 19 5 13 12000000 NA
4966032 1 1 63 1 3 1 0 1 0 3 26 11 16 5500000 NA
5056419 1 1 13 1 8 6 4 1 0 NA 11 0 7 2000000 NA
4832255 1 1 8 1 1 1 0 1 0 1 18 18 18 1400000 NA
5047105 1 1 47 1 5 3 3 1 0 4 11 0 4 170000 NA
5103969 1 1 63 1 1 0 0 1 0 1 5 5 5 1000000 NA
4837687 1 1 17 1 4 2 2 1 0 NA 16 0 9.5 1500000 NA
4893461 1 1 70 1 5 2 2 1 0 NA 16 0 5 1748116 8e+07
5099301 1 1 50 0 2 1 0 1 0 2 11 2 6.5 1600000 NA
5032567 1 1 44 1 6 2 1 1 0 5 16 0 13.5 2028000 NA
5021081 1 1 76 1 3 1 0 1 0 3 11 7 8 1848116 NA
4922597 1 1 76 1 5 4 0 1 0 5 16 5 11 2600000 NA
4968690 1 1 50 1 5 2 1 0.8 0 5 11 2 10 2190000 NA
5042782 1 1 76 1 8 3 2 0.125 4 7 14 0 12 5191000 NA
5009128 1 1 63 1 3 2 0 1 0 3 16 13 14 1200000 1.3e+08
4822778 1 1 44 1 4 1 2 1 0 3 13 0 8.5 1800000 NA
4981440 1 1 63 1 3 1 0 1 0 3 6 6 6 2400000 NA
4918602 1 1 76 0 2 1 0 0.5 0 1 11 1 6 44000 NA
4868897 1 1 66 1 1 1 0 0 0 1 5 5 5 0 NA
4993924 1 1 52 1 4 2 1 1 0 3 12 0 5.5 1848116 NA
5051529 1 1 68 0 2 1 0 1 0 2 4 4 4 625000 NA
4994024 1 1 63 1 5 3 2 1 0 5 14 7 10 2300000 7.5e+07
5100184 1 1 8 1 3 2 1 1 0 2 11 0 3 418000 5e+07
4825864 1 1 5 1 4 3 1 0.75 0 4 14 8 11 1685000 4e+07
4968088 1 1 27 1 3 1 0 1 0 3 13 7 7 0 1.5e+07
5049054 1 1 70 1 8 5 3 1 0 NA 13 0 0 0 4e+07
5097582 1 1 13 1 1 0 0 1 0 1 11 11 11 700000 NA
5064503 1 1 47 1 10 5 2 0.9 0 9 16 0 11 2976232 NA
4865385 1 1 63 1 2 1 0 1 0 2 19 11 15 3000000 8e+07
4909385 1 1 63 1 4 2 2 1 0 3 8 0 3.5 3565000 NA
4880851 1 1 20 1 3 2 1 1 0 2 11 0 10 920000 NA
5075682 1 1 68 1 1 0 0 1 0 1 11 11 11 900000 NA
5058778 1 1 54 1 2 1 0 1 0 2 11 11 11 1400000 1e+08
5089671 1 1 44 1 6 4 1 1 0 4 13 0 6 0 NA
4929821 1 1 13 1 3 1 1 0.333333333333333 0 2 16 0 11 1500000 NA
4910814 1 1 41 1 6 6 2 1 0 6 16 2 11 2480000 NA
5029425 1 1 63 1 2 2 0 1 0 2 8 7 7.5 0 NA
4849910 1 1 19 1 1 0 0 0 0 1 1 1 1 200000 NA
5006754 1 1 17 1 3 1 1 1 0 3 13 2 11 2800000 1.8e+08
4920817 1 1 8 1 4 2 2 1 0 4 11 0 4.5 460000 1e+07
5043736 1 1 15 1 1 1 0 1 1 1 17 17 17 1308000 NA
4916128 1 1 54 1 4 2 0 1 0 3 7 0 4 1548000 NA
5001249 1 1 41 0 1 1 0 1 0 1 1 1 1 3000000 NA
4940584 2 2 52 1 1 1 0 1 0 1 14 14 14 500000 NA
4920454 1 1 27 0 1 1 0 1 0 1 11 11 11 1000000 NA
5019377 1 1 18 1 4 2 2 1 0 3 5 0 1 0 NA
4941842 1 1 17 1 3 1 0 1 0 3 11 4 11 1656232 NA
4840915 1 1 68 1 9 2 4 1 0 9 11 1 5 2378100 NA
5078770 1 1 47 1 4 2 2 1 0 4 14 3 9.5 1328116 NA
4954904 1 1 17 1 5 4 3 1 0 NA 11 0 6 828116 NA
4877925 1 1 52 1 5 3 3 1 0 5 11 0 5 1450000 NA
4836689 1 1 70 1 2 1 0 1 0 2 14 14 14 2500000 1e+08
5027774 1 1 11 1 2 1 0 1 0 2 11 10 10.5 1800000 NA
4849386 1 1 15 1 1 0 0 1 0 1 2 2 2 200000 5e+07
4845287 1 1 70 1 3 2 1 1 0 3 14 7 11 1428116 NA
5033385 1 1 66 1 3 2 1 1 0 3 21 7 11 4400000 1e+08
4938476 1 1 70 1 4 3 1 1 0 2 11 0 5.5 1220000 NA
4839396 1 1 76 1 6 4 3 1 0 5 9 0 3.5 800000 NA
4940728 1 1 68 1 2 2 1 1 0 2 17 8 12.5 3700000 NA
4851645 1 1 13 1 3 1 1 1 0 2 16 0 14 0 NA
4983771 1 1 23 1 4 2 2 1 0 2 18 0 8 3800000 1.5e+08
4844321 1 1 41 1 3 2 0 1 0 3 14 11 11 1970000 NA
4804751 1 1 5 1 2 1 0 1 0 2 13 12 12.5 1981242 NA
5009989 2 2 76 1 5 3 1 1 0 4 10 0 7 750000 NA
5076178 1 1 27 0 3 1 1 1 0 NA 11 0 7 0 5e+06
4992951 1 1 20 1 2 1 1 1 0 2 14 11 12.5 0 6e+07
4972110 1 1 54 0 2 1 0 1 0 0 0 0 0 200000 NA
5065152 1 1 70 1 3 2 0 1 0 3 17 5 16 8850000 1.8e+08
5081489 1 1 17 1 3 1 0 1 2 3 11 2 11 828116 NA
4823766 1 1 44 1 7 2 1 0.857142857142857 1 6 16 0 5 800000 6e+07
4953903 1 1 5 1 3 2 1 1 0 NA 23 0 18 6185200 1.1e+08
4868794 1 1 66 1 2 1 0 1 0 2 16 16 16 0 2e+08
4930402 1 1 18 1 3 2 1 1 0 NA 11 0 11 750000 NA
4971964 1 1 68 1 1 1 0 1 0 1 5 5 5 920000 4.5e+07
5024440 1 1 54 1 2 1 1 1 0 2 14 11 12.5 0 NA
4977077 1 1 44 1 4 2 2 1 0 NA 16 0 4.5 2600000 NA
4890951 1 1 76 1 5 3 2 0.8 0 NA 11 0 11 1400000 NA
4885842 1 1 13 1 7 4 4 0.142857142857143 4 7 11 4 8 400000 NA
5016895 1 1 68 1 5 2 2 1 0 5 11 5 7 1200000 8e+07
5013562 1 1 13 1 3 1 0 1 0 3 19 16 17 0 5e+08
5025552 1 1 27 1 3 2 0 0.666666666666667 0 3 13 5 9 200000 NA
5074007 1 1 54 0 4 0 0 1 0 4 5 2 4 375000 2e+07
5045570 1 1 52 0 3 1 0 1 0 3 4 2 4 700000 1e+07
5064159 1 1 41 1 6 3 4 1 0 NA 11 0 8 1000000 1.6e+08
5014693 1 1 47 1 6 2 2 1 0 NA 14 0 11 1350000 1.6e+08
4845797 1 1 20 1 1 1 0 1 0 1 5 5 5 0 NA
4929856 1 1 13 1 5 2 3 1 0 5 11 3 10 900000 NA
4927987 1 1 66 1 6 3 2 1 0 5 5 0 2.5 700000 2e+07
5055442 2 2 5 1 4 2 0 1 0 4 13 5 12 3100000 NA
4994834 1 1 5 1 4 2 2 1 0 3 6 0 3.5 1656232 NA
4962961 1 1 47 1 1 0 0 1 0 1 17 17 17 3000000 NA
5053285 1 1 20 1 2 1 0 1 0 2 14 12 13 400000 NA
4805669 1 1 18 1 1 1 0 1 0 0 0 0 0 600000 NA
4846783 1 1 17 0 3 1 1 1 0 3 11 7 8 1200000 2.5e+07
5061552 1 1 17 1 2 1 0 1 0 2 13 11 12 1656232 NA
4979564 1 1 18 1 4 2 1 1 0 4 12 5 8 0 NA
4975943 1 1 11 1 2 1 0 1 0 2 11 6 8.5 300000 NA
4994034 1 1 63 1 2 1 0 1 0 2 14 13 13.5 3200000 7e+07
4987118 1 1 13 1 3 1 1 1 0 NA 13 0 13 1728116 NA
5073576 1 1 25 1 1 1 0 1 0 1 2 2 2 700000 NA
4859604 1 1 15 1 1 1 0 1 0 1 11 11 11 800000 NA
4930101 1 1 17 1 2 1 0 1 0 2 18 11 14.5 8000000 3e+08
4855726 1 1 17 1 3 1 1 1 0 3 16 2 11 1050000 NA
4977634 1 1 68 1 2 0 0 1 0 2 11 4 7.5 1200000 NA
4974926 1 1 70 1 3 2 1 0 0 NA 14 0 9 1700000 NA
4876688 1 1 13 1 4 2 2 1 0 NA 14 0 7.5 1828116 1.2e+08
5064340 1 1 44 1 4 2 3 1 0 2 14 0 1.5 828000 NA
4898109 1 1 68 1 4 3 2 0.25 0 4 9 4 6.5 800000 NA
5028590 1 1 23 1 2 1 0 1 0 2 5 5 5 550000 NA
4872114 1 1 5 0 3 1 2 1 0 NA 9 0 0 100000 NA
4931607 1 1 50 1 5 5 3 1 0 NA 11 0 10 1628000 7e+07
4938206 1 1 66 1 4 3 2 1 0 3 11 0 7.5 0 4e+07
4961212 1 1 8 1 9 2 4 1 0 9 13 3 6 1878116 NA
4910790 1 1 41 1 4 2 1 1 0 4 18 8 15.5 4000000 1.4e+08
4868137 1 1 47 1 3 2 1 1 0 2 5 0 2 1205000 NA
4968905 1 1 63 1 1 0 0 1 0 1 16 16 16 2400000 2.8e+08
4949063 1 1 70 1 4 2 1 1 0 4 18 3 7.5 2300000 3e+07
5034028 1 1 76 1 3 1 1 1 0 NA 16 0 11 1960000 5e+07
5072940 1 1 52 1 2 1 0 1 0 2 13 11 12 1250000 NA
4898943 1 1 52 1 3 1 0 0.666666666666667 0 3 11 8 10 800000 NA
4866329 1 1 11 1 5 5 3 0.4 0 NA 13 0 6 1200000 NA
4848636 1 1 54 1 5 4 2 1 0 4 12 0 5 524000 NA
4990684 1 1 70 1 2 1 0 1 0 2 16 14 15 4300000 NA
5048982 1 1 54 0 5 2 3 1 0 4 4 0 3 60000 NA
5075949 1 1 25 1 1 0 0 1 0 1 3 3 3 0 NA
5026060 1 1 68 1 4 3 2 1 0 4 13 3 10 2200000 2.5e+08
4836927 1 1 68 1 8 4 3 0.875 0 5 13 0 0.5 1208116 5e+07
4907133 1 1 50 1 1 0 0 1 0 1 7 7 7 970000 NA
4925037 1 1 44 1 4 3 2 0 4 NA 8 0 3 500000 NA
4966940 1 1 8 1 4 3 2 1 1 4 13 0 7.5 1930000 NA
5057642 1 1 27 1 4 3 0 1 0 3 16 0 11 1788116 8e+07
4851268 1 1 11 1 3 3 2 1 0 2 9 0 4 1300000 NA
4856476 1 1 23 1 3 2 1 1 0 3 7 4 5 1150000 4.5e+07
4957815 1 1 70 1 2 1 0 1 0 2 15 13 14 714058 6e+07
4923803 1 1 76 1 1 1 0 1 0 1 16 16 16 1000000 NA
4856368 1 1 23 1 3 1 0 1 0 3 12 3 5 1380000 NA
5074558 1 1 19 1 2 2 0 1 0 2 5 5 5 300000 5e+07
5012290 1 1 52 1 6 2 2 1 2 5 11 0 4.5 1700000 5e+07
4906059 1 1 15 1 2 1 0 1 0 2 8 5 6.5 1548116 NA
5100455 1 1 13 1 2 2 0 1 0 2 5 4 4.5 220000 5e+07
